question,optionA,optionB,optionC,optionD,correctAnswer,explanation,category,level,topic,difficulty
"The ratio of a father's age to his son's age is currently 5:1. In 15 years, the father will be 2.9 times as old as his son. What is the current age of the father?",75 years,70 years,65 years,56 years,70 years,"Let son's age be x, father's be 5x. In 15 years: 5x + 15 = 2.9(x + 15). Solving this gives son's age = 14 and father's age = 70.",numerical,3,TCS,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 12 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",15,5.5,3.0,4,4,"Inlet rate = 1/3, Leak rate = -1/12. Combined rate = 1/3 - 1/12 = (12 - 3) / 36. Time = 36 / (12 - 3) = 4.00 hours.",numerical,3,Cognizant,Hard
A train of length 180 meters is running at a speed of 54 km/h. How long (in seconds) will it take to cross a platform of length 270 meters?,27 seconds,35 seconds,12.0 seconds,30 seconds,30 seconds,Speed in m/s = 54 * 5/18 = 15.0 m/s. Total distance = Train length + Platform length = 180 + 270 = 450m. Time = Distance / Speed = 450 / 15.0 = 30.0 seconds.,numerical,3,TCS,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 15 years, the father will be 2.7 times as old as his son. What is the current age of the father?",50 years,60 years,55 years,44 years,55 years,"Let son's age be x, father's be 5x. In 15 years: 5x + 15 = 2.7(x + 15). Solving this gives son's age = 11 and father's age = 55.",numerical,3,Infosys,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 10 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",3.3,13,5.8,4.3,4.3,"Inlet rate = 1/3, Leak rate = -1/10. Combined rate = 1/3 - 1/10 = (10 - 3) / 30. Time = 30 / (10 - 3) = 4.29 hours.",numerical,3,TCS,Hard
A train of length 110 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 260 meters?,42 seconds,34 seconds,11.0 seconds,37 seconds,37 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 110 + 260 = 370m. Time = Distance / Speed = 370 / 10.0 = 37.0 seconds.,numerical,3,Tech Mahindra,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 10 years, the father will be 2.1 times as old as his son. What is the current age of the father?",34 years,39 years,52 years,44 years,39 years,"Let son's age be x, father's be 3x. In 10 years: 3x + 10 = 2.1(x + 10). Solving this gives son's age = 13 and father's age = 39.",numerical,3,Google,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 9 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",3.5,4.5,6.0,12,4.5,"Inlet rate = 1/3, Leak rate = -1/9. Combined rate = 1/3 - 1/9 = (9 - 3) / 27. Time = 27 / (9 - 3) = 4.50 hours.",numerical,3,Wipro,Hard
A train of length 210 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 350 meters?,21.0 seconds,61 seconds,53 seconds,56 seconds,56 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 210 + 350 = 560m. Time = Distance / Speed = 560 / 10.0 = 56.0 seconds.,numerical,3,Accenture,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 10 years, the father will be 2.8 times as old as his son. What is the current age of the father?",59 years,12,64 years,69 years,64 years,"Let son's age be x, father's be 4x. In 10 years: 4x + 10 = 2.8(x + 10). Solving this gives son's age = 16 and father's age = 64.",numerical,3,Tech Mahindra,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 10 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",16.5,15,16,14.0,15,"Inlet rate = 1/6, Leak rate = -1/10. Combined rate = 1/6 - 1/10 = (10 - 6) / 60. Time = 60 / (10 - 6) = 15.00 hours.",numerical,3,Google,Hard
A train of length 180 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 320 meters?,17 seconds,20 seconds,25 seconds,7.2 seconds,20 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 180 + 320 = 500m. Time = Distance / Speed = 500 / 25.0 = 20.0 seconds.,numerical,3,Capgemini,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 15 years, the father will be 2.4 times as old as his son. What is the current age of the father?",45 years,35 years,32 years,40 years,40 years,"Let son's age be x, father's be 5x. In 15 years: 5x + 15 = 2.4(x + 15). Solving this gives son's age = 8 and father's age = 40.",numerical,3,Tech Mahindra,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 14 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",12.0,10.5,9.5,20,10.5,"Inlet rate = 1/6, Leak rate = -1/14. Combined rate = 1/6 - 1/14 = (14 - 6) / 84. Time = 84 / (14 - 6) = 10.50 hours.",numerical,3,TCS,Hard
A train of length 130 meters is running at a speed of 72 km/h. How long (in seconds) will it take to cross a platform of length 400 meters?,23 seconds,26.5 seconds,6.5 seconds,31 seconds,26.5 seconds,Speed in m/s = 72 * 5/18 = 20.0 m/s. Total distance = Train length + Platform length = 130 + 400 = 530m. Time = Distance / Speed = 530 / 20.0 = 26.5 seconds.,numerical,3,Microsoft,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 5 years, the father will be 2.6 times as old as his son. What is the current age of the father?",49 years,72 years,59 years,54 years,54 years,"Let son's age be x, father's be 3x. In 5 years: 3x + 5 = 2.6(x + 5). Solving this gives son's age = 18 and father's age = 54.",numerical,3,Capgemini,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 12 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",17,7.6,8.6,10.1,8.6,"Inlet rate = 1/5, Leak rate = -1/12. Combined rate = 1/5 - 1/12 = (12 - 5) / 60. Time = 60 / (12 - 5) = 8.57 hours.",numerical,3,Infosys,Hard
A train of length 190 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 190 meters?,12 seconds,15.2 seconds,7.6 seconds,20 seconds,15.2 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 190 + 190 = 380m. Time = Distance / Speed = 380 / 25.0 = 15.2 seconds.,numerical,3,Wipro,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 15 years, the father will be 1.7 times as old as his son. What is the current age of the father?",19 years,24 years,29 years,32 years,24 years,"Let son's age be x, father's be 3x. In 15 years: 3x + 15 = 1.7(x + 15). Solving this gives son's age = 8 and father's age = 24.",numerical,3,Wipro,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 11 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",14.7,13.2,17,12.2,13.2,"Inlet rate = 1/6, Leak rate = -1/11. Combined rate = 1/6 - 1/11 = (11 - 6) / 66. Time = 66 / (11 - 6) = 13.20 hours.",numerical,3,Cognizant,Hard
A train of length 280 meters is running at a speed of 54 km/h. How long (in seconds) will it take to cross a platform of length 370 meters?,48 seconds,40 seconds,18.7 seconds,43.3 seconds,43.3 seconds,Speed in m/s = 54 * 5/18 = 15.0 m/s. Total distance = Train length + Platform length = 280 + 370 = 650m. Time = Distance / Speed = 650 / 15.0 = 43.333333333333336 seconds.,numerical,3,Google,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 15 years, the father will be 3.1 times as old as his son. What is the current age of the father?",90 years,85 years,80 years,68 years,85 years,"Let son's age be x, father's be 5x. In 15 years: 5x + 15 = 3.1(x + 15). Solving this gives son's age = 17 and father's age = 85.",numerical,3,Tech Mahindra,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 13 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",5.4,3.9,2.9,16,3.9,"Inlet rate = 1/3, Leak rate = -1/13. Combined rate = 1/3 - 1/13 = (13 - 3) / 39. Time = 39 / (13 - 3) = 3.90 hours.",numerical,3,Microsoft,Hard
A train of length 220 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 330 meters?,22.0 seconds,52 seconds,60 seconds,55 seconds,55 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 220 + 330 = 550m. Time = Distance / Speed = 550 / 10.0 = 55.0 seconds.,numerical,3,Infosys,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 5 years, the father will be 3 times as old as his son. What is the current age of the father?",35 years,26,40 years,45 years,40 years,"Let son's age be x, father's be 4x. In 5 years: 4x + 5 = 3.0(x + 5). Solving this gives son's age = 10 and father's age = 40.",numerical,3,Amazon,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 10 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",11.5,10,9.0,15,10,"Inlet rate = 1/5, Leak rate = -1/10. Combined rate = 1/5 - 1/10 = (10 - 5) / 50. Time = 50 / (10 - 5) = 10.00 hours.",numerical,3,Microsoft,Hard
A train of length 190 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 260 meters?,15 seconds,18 seconds,7.6 seconds,23 seconds,18 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 190 + 260 = 450m. Time = Distance / Speed = 450 / 25.0 = 18.0 seconds.,numerical,3,Accenture,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 15 years, the father will be 1.9 times as old as his son. What is the current age of the father?",31 years,41 years,36 years,48 years,36 years,"Let son's age be x, father's be 3x. In 15 years: 3x + 15 = 1.9(x + 15). Solving this gives son's age = 12 and father's age = 36.",numerical,3,Capgemini,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 8 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",4.8,3.8,11,6.3,4.8,"Inlet rate = 1/3, Leak rate = -1/8. Combined rate = 1/3 - 1/8 = (8 - 3) / 24. Time = 24 / (8 - 3) = 4.80 hours.",numerical,3,Wipro,Hard
A train of length 250 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 200 meters?,15 seconds,18 seconds,10.0 seconds,23 seconds,18 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 250 + 200 = 450m. Time = Distance / Speed = 450 / 25.0 = 18.0 seconds.,numerical,3,Cognizant,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 15 years, the father will be 1.7 times as old as his son. What is the current age of the father?",32 years,19 years,24 years,29 years,24 years,"Let son's age be x, father's be 3x. In 15 years: 3x + 15 = 1.7(x + 15). Solving this gives son's age = 8 and father's age = 24.",numerical,3,Wipro,Hard
"An inlet pipe can fill a tank in 4 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 9 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",7.2,13,6.2,8.7,7.2,"Inlet rate = 1/4, Leak rate = -1/9. Combined rate = 1/4 - 1/9 = (9 - 4) / 36. Time = 36 / (9 - 4) = 7.20 hours.",numerical,3,Infosys,Hard
A train of length 190 meters is running at a speed of 72 km/h. How long (in seconds) will it take to cross a platform of length 230 meters?,21 seconds,26 seconds,9.5 seconds,18 seconds,21 seconds,Speed in m/s = 72 * 5/18 = 20.0 m/s. Total distance = Train length + Platform length = 190 + 230 = 420m. Time = Distance / Speed = 420 / 20.0 = 21.0 seconds.,numerical,3,Wipro,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 5 years, the father will be 3.3 times as old as his son. What is the current age of the father?",77 years,73,72 years,67 years,72 years,"Let son's age be x, father's be 4x. In 5 years: 4x + 5 = 3.3(x + 5). Solving this gives son's age = 18 and father's age = 72.",numerical,3,Microsoft,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 15 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",20,7.5,6.5,9.0,7.5,"Inlet rate = 1/5, Leak rate = -1/15. Combined rate = 1/5 - 1/15 = (15 - 5) / 75. Time = 75 / (15 - 5) = 7.50 hours.",numerical,3,Google,Hard
A train of length 250 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 170 meters?,13 seconds,16.8 seconds,10.0 seconds,21 seconds,16.8 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 250 + 170 = 420m. Time = Distance / Speed = 420 / 25.0 = 16.8 seconds.,numerical,3,Capgemini,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 10 years, the father will be 2.5 times as old as his son. What is the current age of the father?",21,35 years,45 years,40 years,40 years,"Let son's age be x, father's be 4x. In 10 years: 4x + 10 = 2.5(x + 10). Solving this gives son's age = 10 and father's age = 40.",numerical,3,Microsoft,Hard
"An inlet pipe can fill a tank in 4 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 10 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",8.2,5.7,6.7,14,6.7,"Inlet rate = 1/4, Leak rate = -1/10. Combined rate = 1/4 - 1/10 = (10 - 4) / 40. Time = 40 / (10 - 4) = 6.67 hours.",numerical,3,Cognizant,Hard
A train of length 220 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 340 meters?,56 seconds,61 seconds,53 seconds,22.0 seconds,56 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 220 + 340 = 560m. Time = Distance / Speed = 560 / 10.0 = 56.0 seconds.,numerical,3,Microsoft,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 10 years, the father will be 2.8 times as old as his son. What is the current age of the father?",65 years,52,55 years,60 years,60 years,"Let son's age be x, father's be 4x. In 10 years: 4x + 10 = 2.8(x + 10). Solving this gives son's age = 15 and father's age = 60.",numerical,3,Accenture,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 9 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",11.2,14,10.2,12.8,11.2,"Inlet rate = 1/5, Leak rate = -1/9. Combined rate = 1/5 - 1/9 = (9 - 5) / 45. Time = 45 / (9 - 5) = 11.25 hours.",numerical,3,Cognizant,Hard
A train of length 240 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 200 meters?,24.0 seconds,49 seconds,44 seconds,41 seconds,44 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 240 + 200 = 440m. Time = Distance / Speed = 440 / 10.0 = 44.0 seconds.,numerical,3,Capgemini,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 15 years, the father will be 2.5 times as old as his son. What is the current age of the father?",59 years,69 years,68,64 years,64 years,"Let son's age be x, father's be 4x. In 15 years: 4x + 15 = 2.5(x + 15). Solving this gives son's age = 16 and father's age = 64.",numerical,3,Infosys,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 15 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",20,9.0,6.5,7.5,7.5,"Inlet rate = 1/5, Leak rate = -1/15. Combined rate = 1/5 - 1/15 = (15 - 5) / 75. Time = 75 / (15 - 5) = 7.50 hours.",numerical,3,Cognizant,Hard
A train of length 290 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 350 meters?,64 seconds,61 seconds,69 seconds,29.0 seconds,64 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 290 + 350 = 640m. Time = Distance / Speed = 640 / 10.0 = 64.0 seconds.,numerical,3,Microsoft,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 15 years, the father will be 2.1 times as old as his son. What is the current age of the father?",62 years,52 years,76 years,57 years,57 years,"Let son's age be x, father's be 3x. In 15 years: 3x + 15 = 2.1(x + 15). Solving this gives son's age = 19 and father's age = 57.",numerical,3,Wipro,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 14 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",20,9.5,10.5,12.0,10.5,"Inlet rate = 1/6, Leak rate = -1/14. Combined rate = 1/6 - 1/14 = (14 - 6) / 84. Time = 84 / (14 - 6) = 10.50 hours.",numerical,3,Cognizant,Hard
A train of length 150 meters is running at a speed of 54 km/h. How long (in seconds) will it take to cross a platform of length 190 meters?,19 seconds,10.0 seconds,22.7 seconds,27 seconds,22.7 seconds,Speed in m/s = 54 * 5/18 = 15.0 m/s. Total distance = Train length + Platform length = 150 + 190 = 340m. Time = Distance / Speed = 340 / 15.0 = 22.666666666666668 seconds.,numerical,3,Infosys,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 5 years, the father will be 3.2 times as old as his son. What is the current age of the father?",82,65 years,55 years,60 years,60 years,"Let son's age be x, father's be 4x. In 5 years: 4x + 5 = 3.2(x + 5). Solving this gives son's age = 15 and father's age = 60.",numerical,3,TCS,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 12 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",11.0,13.5,12,18,12,"Inlet rate = 1/6, Leak rate = -1/12. Combined rate = 1/6 - 1/12 = (12 - 6) / 72. Time = 72 / (12 - 6) = 12.00 hours.",numerical,3,Accenture,Hard
A train of length 240 meters is running at a speed of 72 km/h. How long (in seconds) will it take to cross a platform of length 400 meters?,32 seconds,12.0 seconds,37 seconds,29 seconds,32 seconds,Speed in m/s = 72 * 5/18 = 20.0 m/s. Total distance = Train length + Platform length = 240 + 400 = 640m. Time = Distance / Speed = 640 / 20.0 = 32.0 seconds.,numerical,3,Wipro,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 10 years, the father will be 3.3 times as old as his son. What is the current age of the father?",65 years,52 years,60 years,70 years,65 years,"Let son's age be x, father's be 5x. In 10 years: 5x + 10 = 3.3(x + 10). Solving this gives son's age = 13 and father's age = 65.",numerical,3,Tech Mahindra,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 13 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",16,3.9,2.9,5.4,3.9,"Inlet rate = 1/3, Leak rate = -1/13. Combined rate = 1/3 - 1/13 = (13 - 3) / 39. Time = 39 / (13 - 3) = 3.90 hours.",numerical,3,Google,Hard
A train of length 200 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 330 meters?,53 seconds,50 seconds,20.0 seconds,58 seconds,53 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 200 + 330 = 530m. Time = Distance / Speed = 530 / 10.0 = 53.0 seconds.,numerical,3,Infosys,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 5 years, the father will be 3.2 times as old as his son. What is the current age of the father?",65,55 years,60 years,65 years,60 years,"Let son's age be x, father's be 4x. In 5 years: 4x + 5 = 3.2(x + 5). Solving this gives son's age = 15 and father's age = 60.",numerical,3,Google,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 13 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",9.6,18,7.1,8.1,8.1,"Inlet rate = 1/5, Leak rate = -1/13. Combined rate = 1/5 - 1/13 = (13 - 5) / 65. Time = 65 / (13 - 5) = 8.12 hours.",numerical,3,Accenture,Hard
A train of length 120 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 250 meters?,42 seconds,34 seconds,12.0 seconds,37 seconds,37 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 120 + 250 = 370m. Time = Distance / Speed = 370 / 10.0 = 37.0 seconds.,numerical,3,TCS,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 15 years, the father will be 2.9 times as old as his son. What is the current age of the father?",75 years,70 years,65 years,56 years,70 years,"Let son's age be x, father's be 5x. In 15 years: 5x + 15 = 2.9(x + 15). Solving this gives son's age = 14 and father's age = 70.",numerical,3,Cognizant,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 11 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",8.2,16,9.2,10.7,9.2,"Inlet rate = 1/5, Leak rate = -1/11. Combined rate = 1/5 - 1/11 = (11 - 5) / 55. Time = 55 / (11 - 5) = 9.17 hours.",numerical,3,Wipro,Hard
A train of length 160 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 380 meters?,16.0 seconds,54 seconds,51 seconds,59 seconds,54 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 160 + 380 = 540m. Time = Distance / Speed = 540 / 10.0 = 54.0 seconds.,numerical,3,Amazon,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 15 years, the father will be 1.9 times as old as his son. What is the current age of the father?",39 years,34 years,52 years,44 years,39 years,"Let son's age be x, father's be 3x. In 15 years: 3x + 15 = 1.9(x + 15). Solving this gives son's age = 13 and father's age = 39.",numerical,3,Cognizant,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 12 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",15,5.5,3.0,4,4,"Inlet rate = 1/3, Leak rate = -1/12. Combined rate = 1/3 - 1/12 = (12 - 3) / 36. Time = 36 / (12 - 3) = 4.00 hours.",numerical,3,Accenture,Hard
A train of length 290 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 310 meters?,65 seconds,29.0 seconds,57 seconds,60 seconds,60 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 290 + 310 = 600m. Time = Distance / Speed = 600 / 10.0 = 60.0 seconds.,numerical,3,Google,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 5 years, the father will be 4.1 times as old as his son. What is the current age of the father?",95 years,90 years,72 years,85 years,90 years,"Let son's age be x, father's be 5x. In 5 years: 5x + 5 = 4.1(x + 5). Solving this gives son's age = 18 and father's age = 90.",numerical,3,Wipro,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 14 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",10.5,20,9.5,12.0,10.5,"Inlet rate = 1/6, Leak rate = -1/14. Combined rate = 1/6 - 1/14 = (14 - 6) / 84. Time = 84 / (14 - 6) = 10.50 hours.",numerical,3,Wipro,Hard
A train of length 140 meters is running at a speed of 54 km/h. How long (in seconds) will it take to cross a platform of length 240 meters?,30 seconds,22 seconds,25.3 seconds,9.3 seconds,25.3 seconds,Speed in m/s = 54 * 5/18 = 15.0 m/s. Total distance = Train length + Platform length = 140 + 240 = 380m. Time = Distance / Speed = 380 / 15.0 = 25.333333333333332 seconds.,numerical,3,Cognizant,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 5 years, the father will be 4.1 times as old as his son. What is the current age of the father?",85 years,68 years,80 years,90 years,85 years,"Let son's age be x, father's be 5x. In 5 years: 5x + 5 = 4.1(x + 5). Solving this gives son's age = 17 and father's age = 85.",numerical,3,Google,Hard
"An inlet pipe can fill a tank in 4 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 11 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",15,7.8,6.3,5.3,6.3,"Inlet rate = 1/4, Leak rate = -1/11. Combined rate = 1/4 - 1/11 = (11 - 4) / 44. Time = 44 / (11 - 4) = 6.29 hours.",numerical,3,Amazon,Hard
A train of length 230 meters is running at a speed of 90 km/h. How long (in seconds) will it take to cross a platform of length 320 meters?,27 seconds,19 seconds,9.2 seconds,22 seconds,22 seconds,Speed in m/s = 90 * 5/18 = 25.0 m/s. Total distance = Train length + Platform length = 230 + 320 = 550m. Time = Distance / Speed = 550 / 25.0 = 22.0 seconds.,numerical,3,Accenture,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 15 years, the father will be 2.3 times as old as his son. What is the current age of the father?",44 years,39 years,49 years,75,44 years,"Let son's age be x, father's be 4x. In 15 years: 4x + 15 = 2.3(x + 15). Solving this gives son's age = 11 and father's age = 44.",numerical,3,Amazon,Hard
"An inlet pipe can fill a tank in 3 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 10 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",3.3,5.8,4.3,13,4.3,"Inlet rate = 1/3, Leak rate = -1/10. Combined rate = 1/3 - 1/10 = (10 - 3) / 30. Time = 30 / (10 - 3) = 4.29 hours.",numerical,3,Infosys,Hard
A train of length 220 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 150 meters?,42 seconds,37 seconds,34 seconds,22.0 seconds,37 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 220 + 150 = 370m. Time = Distance / Speed = 370 / 10.0 = 37.0 seconds.,numerical,3,Wipro,Hard
"The ratio of a father's age to his son's age is currently 3:1. In 10 years, the father will be 2.2 times as old as his son. What is the current age of the father?",53 years,43 years,48 years,64 years,48 years,"Let son's age be x, father's be 3x. In 10 years: 3x + 10 = 2.2(x + 10). Solving this gives son's age = 16 and father's age = 48.",numerical,3,Amazon,Hard
"An inlet pipe can fill a tank in 5 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 15 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",7.5,6.5,9.0,20,7.5,"Inlet rate = 1/5, Leak rate = -1/15. Combined rate = 1/5 - 1/15 = (15 - 5) / 75. Time = 75 / (15 - 5) = 7.50 hours.",numerical,3,Amazon,Hard
A train of length 180 meters is running at a speed of 54 km/h. How long (in seconds) will it take to cross a platform of length 340 meters?,12.0 seconds,31 seconds,39 seconds,34.7 seconds,34.7 seconds,Speed in m/s = 54 * 5/18 = 15.0 m/s. Total distance = Train length + Platform length = 180 + 340 = 520m. Time = Distance / Speed = 520 / 15.0 = 34.666666666666664 seconds.,numerical,3,TCS,Hard
"The ratio of a father's age to his son's age is currently 4:1. In 15 years, the father will be 2.7 times as old as his son. What is the current age of the father?",85 years,27,80 years,75 years,80 years,"Let son's age be x, father's be 4x. In 15 years: 4x + 15 = 2.7(x + 15). Solving this gives son's age = 20 and father's age = 80.",numerical,3,Google,Hard
"An inlet pipe can fill a tank in 6 hours. Due to a leak at the bottom, it takes longer to fill. If the leak can completely empty a full tank in 8 hours, how long (in hours) will it take to fill the empty tank with the inlet open?",14,25.5,23.0,24,24,"Inlet rate = 1/6, Leak rate = -1/8. Combined rate = 1/6 - 1/8 = (8 - 6) / 48. Time = 48 / (8 - 6) = 24.00 hours.",numerical,3,Tech Mahindra,Hard
A train of length 190 meters is running at a speed of 36 km/h. How long (in seconds) will it take to cross a platform of length 150 meters?,39 seconds,31 seconds,19.0 seconds,34 seconds,34 seconds,Speed in m/s = 36 * 5/18 = 10.0 m/s. Total distance = Train length + Platform length = 190 + 150 = 340m. Time = Distance / Speed = 340 / 10.0 = 34.0 seconds.,numerical,3,Tech Mahindra,Hard
"The ratio of a father's age to his son's age is currently 5:1. In 5 years, the father will be 4.2 times as old as his son. What is the current age of the father?",80 years,100 years,105 years,95 years,100 years,"Let son's age be x, father's be 5x. In 5 years: 5x + 5 = 4.2(x + 5). Solving this gives son's age = 20 and father's age = 100.",numerical,3,Tech Mahindra,Hard
